title,address,neighborhood,street,city,postalCode,state,countryCode,website,emails,phone,location/lat,location/lng,plusCode,categoryName,totalRating,reviewsCount
Levi's Store,"R7JH+PR4, RMS Chowmuhani, Dhaleswar, Agartala, Tripura 799001, India","RMS Chowmuhani, Dhaleswar",R7JH+PR4,Agartala,799001,Tripura,IN,,,,23.8317582,91.2795713,,Clothing store,3.9,22
Levi's,"SATSANG VIHAR, Bhangagarh, Guwahati, Assam 781005, India","SATSANG VIHAR, Bhangagarh",,Guwahati,,Assam,IN,,,,26.1626383,91.7715874,"5Q7C+3J Guwahati, Assam, India",Clothing store,3.5,2
Levi's,791110,,,,,,,,,,27.1006952,93.689964,,Clothing store,4.2,50.5
Levi's Exclusive Store,"PMC, UG, No 142, 22 to 26, Velachery Main Rd, near Phoenix Market City Mall, Velachery, Chennai, Tamil Nadu 600042, India","Indira Gandhi Nagar, Velachery","PMC, UG, No 142, 22 to 26, Velachery Main Rd, near Phoenix Market City Mall",Chennai,600042,Tamil Nadu,IN,https://stores.levi.in/levi-s-exclusive-store-sbe-sbe-pmc-chennai-clothing-shop-velachery-chennai-531487/Home?utm_source=locator&utm_medium=googleplaces,,+91 98404 39909,12.990639,80.216889,"X6R8+7Q Chennai, Tamil Nadu, India",Clothing store,5,1
Levi's Exclusive Store,"Ground Floor, Boomi Plaza, No 69, Sarjapur Rd, Kaikondrahalli, Haralur, Bengaluru, Karnataka 560035, India",Kaikondrahalli,"Ground Floor, Boomi Plaza, No 69, Sarjapur Rd","Haralur, Bengaluru",560035,Karnataka,IN,https://stores.levi.in/levi-s-exclusive-store-emdee-sarjapur-clothing-shop-kaikondrahalli-bengaluru-329424/Home,,+91 97403 88297,12.9123118,77.6810979,"WM6J+WC Haralur, Karnataka, India",Clothing store,4,53
Levi’s Exclusive Store I Lulu Calicut,"Ground Floor DOOR NO.24/826A, Lulu Convention Central, G-14, Mankave, Kozhikode, Kerala 673007, India",Mankave,"Ground Floor DOOR NO.24/826A, Lulu Convention Central, G-14",Kozhikode,673007,Kerala,IN,,,+91 495 208 2237,11.2406549,75.8032607,"6RR3+78 Kozhikode, Kerala, India",Clothing store,4.8,14
Levi's Exclusive Store,"Ward No, 16-10-188, Mini Bypass Road, near TDP Office, Srihari Nagar, Harinathpuram, Nellore, Andhra Pradesh 524003, India","Srihari Nagar, Harinathpuram","Ward No, 16-10-188, Mini Bypass Road, near TDP Office",Nellore,524003,Andhra Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-srihari-nagar-nellore-329342/Home?utm_source=locator&utm_medium=googleplaces,,+91 75501 01026,14.4379303,79.9839373,"CXQM+5H Nellore, Andhra Pradesh, India",Clothing store,4.9,1345
Levi's Showroom,"No 37/1/174, Kurnool Rd, Venkateswara Nagar, Ongole, Andhra Pradesh 523002, India",Venkateswara Nagar,"No 37/1/174, Kurnool Rd",Ongole,523002,Andhra Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-kurnool-road-prakasam-329476/Home?utm_source=locator&utm_medium=googleplaces,,+91 85922 82501,15.5116476,80.0448932,"G26V+MX Ongole, Andhra Pradesh, India",Clothing store,4.9,725
Levi's Exclusive Store,"Shop No 3, H No 11/14/8/A & 11/14/8/B LB Nagar, Kothapet, Hyderabad, Telangana 500035, India","NTR Nagar, Kothapet","Shop No 3, H No 11/14/8/A & 11/14/8/B LB Nagar",Hyderabad,500035,Telangana,IN,https://stores.levi.in/levi-s-exclusive-store-sbe-kothapet-clothing-shop-kothapet-hyderabad-372301/Home?utm_source=locator&utm_medium=googleplaces,,+91 75500 92842,17.358001,78.545001,"9G5W+62 Hyderabad, Telangana, India",Clothing store,5,3
Levi's Exclusive Store,"Door, No 23/8/153/3B, Plot No 161, Air Bypass Rd, New Balaji Colony, Tirupati, Avilali, Andhra Pradesh 517501, India",New Balaji Colony,"Door, No 23/8/153/3B, Plot No 161, Air Bypass Rd","Tirupati, Avilali",517501,Andhra Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-air-bypass-road-tirupati-329438/Home?utm_source=locator&utm_medium=googleplaces,,+91 877 224 1501,13.6223106,79.4118717,"JCC6+WP Tirupati, Andhra Pradesh, India",Clothing store,4.9,353
Levi's Exclusive Store,"1st, The Nexus Mall, 120/121, Chikku Lakshmaiah Layout, Koramangala, Bengaluru, Karnataka 560023, India","Chikku Lakshmaiah Layout, Koramangala","1st, The Nexus Mall, 120/121",Bengaluru,560023,Karnataka,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-koramangala-bengaluru-342748/Home?utm_source=locator&utm_medium=googleplaces,,+91 80 2206 7945,12.934441,77.6107572,"WJM6+Q8 Bengaluru, Karnataka, India",Clothing store,3.3,111
Pepe Jeans & Levi's Factory Outlet,"183 /3 I Floor, Sarjapura Main Road, Dommasandra, Bengaluru, Karnataka 562125, India",Dommasandra,"183 /3 I Floor, Sarjapura Main Road",Bengaluru,562125,Karnataka,IN,,,+91 90192 13902,12.8867403,77.7411029,"VPPR+MC Bengaluru, Karnataka, India",Clothing store,4.8,73
Levi's Exclusive Store,"No 5, 87/129, 4th Ln, opposite Hollywood Bollywood Theater, Lakshmipuram, Guntur, Andhra Pradesh 522007, India",Lakshmipuram,"No 5, 87/129, 4th Ln, opposite Hollywood Bollywood Theater",Guntur,522007,Andhra Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-lakshmipuram-guntur-329267/Home?utm_source=locator&utm_medium=googleplaces,,+91 863 406 4067,16.3085966,80.4341667,"8C5M+CM Guntur, Andhra Pradesh, India",Clothing store,4.9,846
Levi's Exclusive Store,"3/216, No 8, Wyra Rd, beside Rohit Test Tube Center, Nizampet, Khammam, Telangana 507001, India",Nizampet,"3/216, No 8, Wyra Rd, beside Rohit Test Tube Center",Khammam,507001,Telangana,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-wyra-road-khammam-329184/Home?utm_source=locator&utm_medium=googleplaces,,+91 87422 93231,17.2473596,80.1501108,"65W2+W2 Khammam, Telangana, India",Clothing store,4.8,611
Levi's Exclusive Store,"Unit No, Tribeca Highstreet, P36 & P36A, NIBM Rd, Kondhwa, Pune, Maharashtra 411060, India",Kondhwa,"Unit No, Tribeca Highstreet, P36 & P36A, NIBM Rd",Pune,411060,Maharashtra,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-nibm-road-pune-329245/Home?utm_source=locator&utm_medium=googleplaces,,+91 77097 68259,18.4765651,73.9088519,"FWG5+JG Pune, Maharashtra, India",Clothing store,3.7,6
LEVIS STORE,"Welcome Plaza, Inner Ring Rd, Manikyapuri Colony, Vijayanagar Colony, Vikrampuri, Habsiguda, Hyderabad, Telangana 500007, India","Manikyapuri Colony, Vijayanagar Colony, Vikrampuri, Habsiguda","Welcome Plaza, Inner Ring Rd",Hyderabad,500007,Telangana,IN,,,,17.4162109,78.5442538,"CG8V+FP Hyderabad, Telangana, India",Clothing store,4.9,686
Levi's Exclusive Store,"Prestige, Falcon city Mall, UN 14 & 15, Kanakapura Main Rd, Kailash Nagar, Bikasipura, Bengaluru, Karnataka 560062, India","Kailash Nagar, Bikasipura","Prestige, Falcon city Mall, UN 14 & 15, Kanakapura Main Rd",Bengaluru,560062,Karnataka,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-kanakapura-main-road-bengaluru-329466/Home,,+91 80 6836 5576,12.890001,77.560001,"VHR6+22 Bengaluru, Karnataka, India",Clothing store,4.7,191
Levi's Exclusive Store,"Door No 46/7, 15/B, opposite Kumar Juice Centres, Danavai Peta, Rajamahendravaram, Andhra Pradesh 533103, India",Danavai Peta,"Door No 46/7, 15/B, opposite Kumar Juice Centres",Rajamahendravaram,533103,Andhra Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-danavaipeta-rajahmundry-329511/Home?utm_source=locator&utm_medium=googleplaces,,+91 883 666 6501,17.0068962,81.7818342,"2Q4J+QP Rajamahendravaram, Andhra Pradesh, India",Clothing store,4.7,532
Levi's Exclusive Store,"No 9 & 10, UGF, The Forum Sujana Mall, JNTU Rd, opposite Westside, Kukatpally Housing Board Colony, K P H B Phase 9, Kukatpally, Hyderabad, Telangana 500072, India","Kukatpally Housing Board Colony, K P H B Phase 9, Kukatpally","No 9 & 10, UGF, The Forum Sujana Mall, JNTU Rd, opposite Westside",Hyderabad,500072,Telangana,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-kukatpally-hyderabad-329221/Home?utm_source=locator&utm_medium=googleplaces,,+91 40 3053 4017,17.4851292,78.3874889,"F9PP+3X Hyderabad, Telangana, India",Clothing store,4.8,821
Levi's Exclusive Store,"Shop No 39, No 1/57, GF, PVP Square, MG Rd, Mogalrajapuram, Labbipet, Vijayawada, Andhra Pradesh 520010, India","Mogalrajapuram, Labbipet","Shop No 39, No 1/57, GF, PVP Square, MG Rd",Vijayawada,520010,Andhra Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-labbipet-vijayawada-329173/Home?utm_source=locator&utm_medium=googleplaces,,+91 866 676 7869,16.5024438,80.6426619,"GJ2V+X3 Vijayawada, Andhra Pradesh, India",Clothing store,4.9,49
Levi's Exclusive Store,"Ambedkar Colony, Yelahanka, Bengaluru, Karnataka 560064, India","Ambedkar Colony, Yelahanka",,Bengaluru,560064,Karnataka,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-yelahanka-bengaluru-329501/Home?utm_source=locator&utm_medium=googleplaces,,,13.094112,77.5949271,"3HVV+JX Bengaluru, Karnataka, India",Clothing store,4.7,484
Levi's Exclusive Store,"48/14/92, Sri Prasadi Polayya Compelx, SN, Rama Talkies Rd, Old TB Hospital Area, Tulasipeta, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016, India","Old TB Hospital Area, Tulasipeta, Dwaraka Nagar","48/14/92, Sri Prasadi Polayya Compelx, SN, Rama Talkies Rd",Visakhapatnam,530016,Andhra Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-tulasipeta-visakhapatnam-329426/Home?utm_source=locator&utm_medium=googleplaces,,+91 891 663 4222,17.7300013,83.3100009,"P8J6+22 Visakhapatnam, Andhra Pradesh, India",Clothing store,4.8,454
"Levi’s Exclusive Store I Sarjapur, Bangalore","Ground Floor, Jariz Enclave, 5/3, Varthur - Sarjapur Rd, opp. TPC Eternity Drive, Yamare Village, Yamare, Bengaluru, Karnataka 562125, India",Yamare Village,"Ground Floor, Jariz Enclave, 5/3, Varthur - Sarjapur Rd, opp. TPC Eternity Drive","Yamare, Bengaluru",562125,Karnataka,IN,,,+91 80 6878 5031,12.8768831,77.7650466,"VQG8+Q2 Yamare, Karnataka, India",Clothing store,4.6,112
Levi's Exclusive Store,"8/2, No 8/2/120/84, SN 1, GF, Jyothi Majestic Road, Banjara Hills, Hyderabad, Telangana 500034, India","Balapur Basthi, Banjara Hills","8/2, No 8/2/120/84, SN 1, GF, Jyothi Majestic Road",Hyderabad,500034,Telangana,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-banjara-hills-hyderabad-329362/Home?utm_source=locator&utm_medium=googleplaces,,+91 76808 03801,17.420001,78.450001,"CFC2+22 Hyderabad, Telangana, India",Clothing store,5,1
Levis Exclusive Store ASILMETTA,"Manchukonda Palace, 10-1-38, CBM Compound Rd, Beside Kalyan Jewellers, Sampath Vinayaka Temple Rd, Beside Kalyan Jewellers - Waltair Uplands, Visakhapatnam, CBM Compound, Asilmetta, Visakhapatnam, Andhra Pradesh 530003, India","CBM Compound, Asilmetta","Manchukonda Palace, 10-1-38, CBM Compound Rd, Beside Kalyan Jewellers, Sampath Vinayaka Temple Rd, Beside Kalyan Jewellers - Waltair Uplands, Visakhapatnam",Visakhapatnam,530003,Andhra Pradesh,IN,,,+91 891 663 4111,17.725135,83.3145808,"P8G7+3R Visakhapatnam, Andhra Pradesh, India",Clothing store,4.9,3571
Levi's Exclusive Store,"City Center, GS Rd, near Apollo International Hospital, Sree Nagar, Guwahati, Assam 781005, India",Sree Nagar,"City Center, GS Rd, near Apollo International Hospital",Guwahati,781005,Assam,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-gs-road-guwahati-329475/Home?utm_source=locator&utm_medium=googleplaces,,+91 95298 91633,26.160001,91.780001,"5Q6J+22 Guwahati, Assam, India",Clothing store,3.7,33
Levi's exclusive store,"Pillar no 85, Mali Tola, Sheikhpura, Patna, Bihar 800014, India","Mali Tola, Sheikhpura",Pillar no 85,Patna,800014,Bihar,IN,http://49.80.98.239/,,,25.60424,85.0927927,"J33V+M4 Patna, Bihar, India",Clothing store,5,1
Levi's Exclusive Store,"Temptation, Monal Tower, GS Rd, opposite Assam State Secretariat, Housing Colony, Dispur, Sarumotoria, Guwahati, Assam 781036, India","Housing Colony, Dispur, Sarumotoria","Temptation, Monal Tower, GS Rd, opposite Assam State Secretariat",Guwahati,781036,Assam,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-gs-road-guwahati-329310/Home?utm_source=locator&utm_medium=googleplaces,,+91 86383 67526,26.1500019,91.7899839,"5Q2Q+2X Guwahati, Assam, India",Clothing store,4.2,259
Levi's Exclusive Store,"Ground Floor, Goenka Market, RKB Path, West Banshbari, Dibrugarh, Assam 786001, India",West Banshbari,"Ground Floor, Goenka Market, RKB Path",Dibrugarh,786001,Assam,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-rkb-path-dibrugarh-329529/Home?utm_source=locator&utm_medium=googleplaces,,+91 97075 92322,27.4799883,94.9000112,"FWH2+X2 Dibrugarh, Assam, India",Clothing store,4.2,102
Levi's Exclusive Store,"Crystal SR Plaza, Fancy Ali, Gar-Ali, Jorhat, Kalakhowa Gaon, Assam 785001, India","Fancy Ali, Gar-Ali",Crystal SR Plaza,"Jorhat, Kalakhowa Gaon",785001,Assam,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-gar-ali-jorhat-329276/Home?utm_source=locator&utm_medium=googleplaces,,+91 84748 41839,26.7599254,94.2200098,"Q65C+X2 Jorhat, Assam, India",Clothing store,3.9,128
Levi's Exclusive Store,"GROUND FLOOR, ATC Mall, GNB Rd, Senairam Bazar, Tinsukia, Assam 786125, India",Senairam Bazar,"GROUND FLOOR, ATC Mall, GNB Rd",Tinsukia,786125,Assam,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-gnb-road-tinsukia-342743/Home?utm_source=locator&utm_medium=googleplaces,,+91 374 796 2696,27.4919684,95.361655,"F9R6+QM Tinsukia, Assam, India",Clothing store,4.1,56
Levi's Exclusive Store,"Ground Floor, Buildworth Building, Christian Basti, Guwahati, Assam 781005, India",Christian Basti,"Ground Floor, Buildworth Building",Guwahati,781005,Assam,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-christian-basti-guwahati-329448/Home?utm_source=locator&utm_medium=googleplaces,,+91 73849 98877,26.1600106,91.7800064,"5Q6J+22 Guwahati, Assam, India",Clothing store,4.2,92
Levi's Exclusive Store,"BG Shopping Centre, opposite DM College Gate Road, Thangmeiband, Imphal, Manipur 795001, India",Thangmeiband,"BG Shopping Centre, opposite DM College Gate Road",Imphal,795001,Manipur,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-thangmeiband-imphal-329373/Home?utm_source=locator&utm_medium=googleplaces,,+91 385 241 1043,24.8200037,93.9400071,"RWCR+22 Imphal, Manipur, India",Clothing store,4.2,37
Levi's Exclusive Store,"Shop No 9 & 10, AGP Market Complex, GNB Rd, Ambari, Guwahati, Assam 781001, India",Ambari,"Shop No 9 & 10, AGP Market Complex, GNB Rd",Guwahati,781001,Assam,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-ambari-guwahati-329154/Home?utm_source=locator&utm_medium=googleplaces,,+91 70052 97626,26.1848565,91.7555781,"5QM4+W6 Guwahati, Assam, India",Clothing store,4.4,107
Levi's Exclusive Store,"1st Floor, Airport Road, near KIA Showroom, Meitram Awang, Uchekon, Changangei, Manipur 795140, India","Meitram Awang, Uchekon","1st Floor, Airport Road, near KIA Showroom",Changangei,795140,Manipur,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-changangei-imphal-east-358739/Home?utm_source=locator&utm_medium=googleplaces,,+91 87988 02549,24.7444565,93.8782495,"PVVH+Q7 Changangei, Manipur, India",Clothing store,4.4,10
Levi's Exclusive Store,"RGF 03, Mcdonalds Complex Chandigarh Ludhiana Hwy, Kohara, near Lets Go Picnic, Hiran, Ludhiana, Punjab 141112, India",,"RGF 03, Mcdonalds Complex Chandigarh Ludhiana Hwy, Kohara, near Lets Go Picnic","Hiran, Ludhiana",141112,Punjab,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-heeran-ludhiana-329213/Home?utm_source=locator&utm_medium=googleplaces,,+91 62802 77212,30.860471,76.028211,"V26H+57 Hiran, Punjab, India",Clothing store,4.7,7
Levi's Exclusive Store,"No 669 CP Piyush More, Luit Path, opposite Bora Service, South Sarania, Ulubari, Guwahati, Assam 781007, India","South Sarania, Ulubari","No 669 CP Piyush More, Luit Path, opposite Bora Service",Guwahati,781007,Assam,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-ulubari-guwahati-329408/Home?utm_source=locator&utm_medium=googleplaces,,+91 76359 99053,26.1700094,91.7599991,"5QC5+2X Guwahati, Assam, India",Clothing store,4.2,243
Levi's Exclusive Store,"Ground Floor, RCC Building, opposite Sports Station Store, Sector A, Naharlagun, Arunachal Pradesh 791110",Sector A,"Ground Floor, RCC Building, opposite Sports Station Store",Naharlagun,791110,Arunachal Pradesh,IN,https://www.singleinterface.com/storepages/levi-s-exclusive-store-clothing-shop-sector-a-naharlagun-329147,,+91 89744 09703,27.108752,93.6985471,4M5X+GC Naharlagun,Clothing store,4.7,13
Levi's Exclusive Store,"1st Flr, Phoenix Palladium Mall, No F01, Sarkhej - Gandhinagar Hwy, Thaltej, Ahmedabad, Gujarat 380054, India",Thaltej,"1st Flr, Phoenix Palladium Mall, No F01, Sarkhej - Gandhinagar Hwy",Ahmedabad,380054,Gujarat,IN,https://stores.levi.in/levi-s-exclusive-store-phoenix-palladium-mall-clothing-shop-thaltej-ahmedabad-435131/Home?utm_source=locator&utm_medium=googleplaces,,+91 79 6932 2924,23.057601,72.520801,"3G5C+28 Ahmedabad, Gujarat, India",Clothing store,1.9,8
Levis Means Wear,"Near Chabila Hanuman Mandir, Raipur, 1, opposite Pakhali Ni Pole, near Chhabila Hanuman Madir, Old City, Khadia, Ahmedabad, Gujarat 380001, India","Old City, Khadia","Near Chabila Hanuman Mandir, Raipur, 1, opposite Pakhali Ni Pole, near Chhabila Hanuman Madir",Ahmedabad,380001,Gujarat,IN,,,+91 98984 49371,23.019347,72.5957131,"2H9W+P7 Ahmedabad, Gujarat, India",Clothing store,2.7,3
Levi's Exclusive Store,"Shop No Swgf/03, Infocity Point Western Entry, Sp/04, Infocity Rd, Sector 2A, Sector 2, Gandhinagar, Gujarat 382419, India","Sector 2A, Sector 2","Shop No Swgf/03, Infocity Point Western Entry, Sp/04, Infocity Rd",Gandhinagar,382419,Gujarat,IN,https://stores.levi.in/levi-s-exclusive-store-point-infocity-gandhinagar-clothing-shop-infocity-circle-gandhinagar-368986/Home?utm_source=locator&utm_medium=googleplaces,,+91 79 4004 0645,23.2003296,72.6383253,"6J2Q+48 Gandhinagar, Gujarat, India",Clothing store,2.3,3
Levi's Exclusive Store,"Shop No 73 & B/4, 4d Square Mall, Chandkheda, Ahmedabad, Gujarat 380005, India",Chandkheda,"Shop No 73 & B/4, 4d Square Mall",Ahmedabad,380005,Gujarat,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-chandkheda-ahmedabad-329467/Home?utm_source=locator&utm_medium=googleplaces,,+91 79 4800 9689,23.1027907,72.5953455,"4H3W+44 Ahmedabad, Gujarat, India",Clothing store,4.3,75
Levi's Exclusive Store,"Ground Floor, Mahendra Market, Waghawadi Rd., opposite Sahakari Hat, Nanbhawadi, Takhteshwar Plots, Bhavnagar, Gujarat 364001, India","Nanbhawadi, Takhteshwar Plots","Ground Floor, Mahendra Market, Waghawadi Rd., opposite Sahakari Hat",Bhavnagar,364001,Gujarat,IN,https://stores.levi.in/levi-s-exclusive-store-wist-mrg-bhavnagar-clothing-shop-waghawadi-road-bhavnagar-352718/Home,,+91 278 299 3620,21.7646076,72.1474277,"Q47W+RX Bhavnagar, Gujarat, India",Clothing store,4.4,38
"VAGISHA WARDROBE (Puma, Levi's, jockey collection)","C -Block, South Bopal, Bopal, Ahmedabad, Gujarat 380057, India","South Bopal, Bopal",C -Block,Ahmedabad,380057,Gujarat,IN,,,+91 93414 29805,23.0162739,72.4725704,"2F8F+G2 Ahmedabad, Gujarat, India",Clothing store,4.9,52
"KESARIYA (LEVI'S , INDIAN TERRAIN, UCB , PUMA , SPYKAR )","11/145, Main Rd, Kagwade Mala, Ichalkaranji, Maharashtra 416115, India",Kagwade Mala,"11/145, Main Rd",Ichalkaranji,416115,Maharashtra,IN,,,+91 90495 12186,16.6877363,74.4622179,"MFQ6+3V Ichalkaranji, Maharashtra, India",Clothing store,4.5,35
Levi's Showroom,"Sangli - Miraj Rd, Overseers Colony, Khanbhag, Sangli, Sangli Miraj Kupwad, Maharashtra 416416, India","Overseers Colony, Khanbhag",Sangli - Miraj Rd,"Sangli, Sangli Miraj Kupwad",416416,Maharashtra,IN,https://www.levi.in/,,,16.8553398,74.5766229,"VH4G+4J Sangli, Maharashtra, India",Clothing store,3.5,21
Levi's Exclusive Store,"CST No, corp Ram Mandir chowk, Plot No. 251/A/2, 593 & 596/A, Khanbhag, Sangli Miraj Kupwad, Sangli, Maharashtra 416416, India",Khanbhag,"CST No, corp Ram Mandir chowk, Plot No. 251/A/2, 593 & 596/A","Sangli Miraj Kupwad, Sangli",416416,Maharashtra,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-khanbhag-sangli-329383/Home?utm_source=locator&utm_medium=googleplaces,,+91 233 232 6000,16.8580418,74.57168,"VH5C+6M Sangli, Maharashtra, India",Clothing store,4.2,135
Venkateshwara Garments,"517/A/1, E Ward, Old Pune-Bangalore Road, Kolhapur, Maharashtra 416001, India",Shivaji Park,"517/A/1, E Ward, Old Pune-Bangalore Road",Kolhapur,416001,Maharashtra,IN,http://www.venkateshwaragarments.com/,,+91 231 662 1600,16.702804,74.250175,"P732+43 Kolhapur, Maharashtra, India",Clothing store,3.7,27
Levi's Exclusive Store,"Samyukta Building, Koppikar Rd, next to Pepe Store, Dajiban Peth, Kamaripeth, New Hubli, Hubballi, Karnataka 580020, India","Dajiban Peth, Kamaripeth, New Hubli","Samyukta Building, Koppikar Rd, next to Pepe Store",Hubballi,580020,Karnataka,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-koppikar-road-hubli-350053/Home?utm_source=locator&utm_medium=googleplaces,,+91 836 425 2925,15.350001,75.140001,"942R+22 Hubballi, Karnataka, India",Clothing store,4.8,2139
Levi's Exclusive Store,"Shop No.2, Store No, 4830-B, Civil Hospital Rd, Belagavi, Karnataka 590001, India","Ayodhya Nagar, Sadashiv Nagar","Shop No.2, Store No, 4830-B, Civil Hospital Rd",Belagavi,590001,Karnataka,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-civil-hospital-road-belagavi-352716/Home?utm_source=locator&utm_medium=googleplaces,,+91 831 421 3311,15.8707855,74.5121995,"VGC6+8V Belagavi, Karnataka, India",Clothing store,4.7,1510
Levi's Exclusive Store,"Electric House, Cusrow Baug, Shop-03, Floor-Ground A Block, Shahid Bhagat Singh Rd, Colaba, Mumbai, Maharashtra 400001, India","Cusrow Baug Colony, Apollo Bandar, Colaba","Electric House, Cusrow Baug, Shop-03, Floor-Ground A Block, Shahid Bhagat Singh Rd",Mumbai,400001,Maharashtra,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-colaba-mumbai-329348/Home?utm_source=locator&utm_medium=googleplaces,,+91 22 2287 2286,18.9202553,72.8294331,"WRCH+4Q Mumbai, Maharashtra, India",Clothing store,3.8,16
Levi's Exclusive Store,"GF, Elpro City Square Mall, Unit No 14, Chinchwad Gaon, Pune, Maharashtra 411033, India","Chinchwad Gaon, Chinchwad","GF, Elpro City Square Mall, Unit No 14","Pune, Pimpri-Chinchwad",411033,Maharashtra,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-chinchwad-gaon-pune-329470/Home?utm_source=locator&utm_medium=googleplaces,,+91 20 6132 7025,18.628701,73.783221,"JQHM+F7 Chinchwad Gaon, Chinchwad, Pimpri-Chinchwad, Maharashtra, India",Clothing store,3.9,27
Levi's Exclusive Store,"Link Rose, Plot No 63E, No G/101 & F/101, Linking Rd, Santacruz (West), Mumbai, Maharashtra 400054, India",Santacruz (West),"Link Rose, Plot No 63E, No G/101 & F/101, Linking Rd",Mumbai,400054,Maharashtra,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-linking-road-mumbai-329430/Home?utm_source=locator&utm_medium=googleplaces,,+91 22 6697 2269,19.0775025,72.8344712,"3RHM+2Q Mumbai, Maharashtra, India",Clothing store,4.1,548
Levi's Exclusive Store,"Unit No. 12, Phoenix Marketcity Mall, Konark Nagar, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India","Konark Nagar, Clover Park, Viman Nagar","Unit No. 12, Phoenix Marketcity Mall",Pune,411014,Maharashtra,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-viman-nagar-pune-329435/Home?utm_source=locator&utm_medium=googleplaces,,+91 20 6687 0008,18.5652136,73.9139017,"HW87+3H Pune, Maharashtra, India",Clothing store,3.6,170
Levi's Exclusive Store,"Unit No HGF/06, A & HGF/07, Bldg No 169/1, Westend Mall, DP Road, near Parihar ChowK, Sector 1, Aundh, Pune, Maharashtra 411007, India","Sector 1, Aundh","Unit No HGF/06, A & HGF/07, Bldg No 169/1, Westend Mall, DP Road, near Parihar ChowK",Pune,411007,Maharashtra,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-sector-1-aundh-pune-329396/Home?utm_source=locator&utm_medium=googleplaces,,+91 20 2720 7423,18.519601,73.877401,"GV9G+RX Pune, Maharashtra, India",Clothing store,3.8,160
Levi's Exclusive Store,"No 517A/1, Old Pune-Bangalore Hwy, E Ward, Shivaji Park, Kolhapur, Maharashtra 416001, India","E Ward, Shivaji Park","No 517A/1, Old Pune-Bangalore Hwy",Kolhapur,416001,Maharashtra,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-old-pune-bangalore-road-kolhapur-329141/Home?utm_source=locator&utm_medium=googleplaces,,+91 231 661 1600,16.7028363,74.2501608,"P732+43 Kolhapur, Maharashtra, India",Clothing store,3.9,53
Levi's Exclusive Store,"Store No 10, SGS Mall, Plot No 231, Moledina Rd, Camp, Pune, Maharashtra 411001, India",Camp,"Store No 10, SGS Mall, Plot No 231, Moledina Rd",Pune,411001,Maharashtra,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-moledina-road-pune-329290/Home?utm_source=locator&utm_medium=googleplaces,,+91 20 4120 2399,18.5201251,73.8778763,"GVCH+35 Pune, Maharashtra, India",Clothing store,3.8,70
Levi's Exclusive Store,"No G/1, Regent Arcade, Ghod Dod Rd, opposite Zaveri House, Athwa, Surat, Gujarat 395007, India",Athwa,"No G/1, Regent Arcade, Ghod Dod Rd, opposite Zaveri House",Surat,395007,Gujarat,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-ghod-dod-road-surat-329285/Home?utm_source=locator&utm_medium=googleplaces,,+91 261 489 0020,21.1742071,72.8001894,"5RF2+M3 Surat, Gujarat, India",Clothing store,4.3,123
