title,address,neighborhood,street,city,postalCode,state,countryCode,website,emails,phone,location/lat,location/lng,plusCode,categoryName,totalScore,reviewsCount
Levi's,"China, Chongqing, Jiangjin District, Datong Rd, No. 469 6th Floor 469 Chongbaijiangjin Shopping Mall Postal Code: 402257",,"469 Chongbai Jiangjin Shopping Mall, 6th Floor, 469 Datong Rd",Jiangjin District,402257,Chongqing,CN,,,,29.28766,106.25518,"77Q4+33 Dingshan Neighborhood, Jiangjin District, Chongqing, China",Clothing store,,
Levi's,"China, CN Chongqing Yuzhong District Hall C UG-59 Postal Code: 400016",,CN Chongqing Yuzhong District Hall C UG-59,Yuzhong District,400016,,CN,,,,29.53673,106.51168,"GGP6+MM Yuzhong District, Chongqing, China",Clothing store,,
Levi's,"China, CN Hubei Province Jingzhou City Shacheng District 1st Floor Postal Code: 434002",Shashi District,"CN 1st Floor, Shacheng City, Jingzhou City, Hubei Province",Jingzhou,434002,,CN,,,,30.30904,112.25121,"8752+JF Shashi District, Jingzhou, Hubei, China",Clothing store,,
LEVI’S,"Wanda Plaza, Yanta IT Business District Beilin, Xi'An, Shaanxi, China, 710055",Yanta IT Business District Beilin,Wanda Plaza,Xi'An,,Shaanxi,CN,,,,34.2435163,108.9617377,,Clothing store,,
Levi's,"H6FR+Q4W, CN Chongqing, Bishan District, A151, China, 402700",,"H6FR+Q4W, CN Chongqing",Bishan District,402700,,CN,,,,29.5744765,106.240332,,Clothing store,,
Levi's,"China, Chongqing, Jiangjin District, Jiangjin City Commercial Pedestrian Street Postal Code: 402257",,Jiangjin Commercial Pedestrian Street,Jiangjin District,402257,Chongqing,CN,,,,29.2867832,106.2526636,,Clothing store,,
Levi's,"China, CN Chongqing Wanzhou District Beibin Avenue Section 2 998 998 Chongqing Wanzhou Wanda Plaza 1F1059 Postal Code: 404188",,CN Chongqing Wanzhou District Beibin Avenue Section 2 998 998 Chongqing Wanzhou Wanda Plaza 1F1059,Wanzhou District,404188,,CN,,,,30.81254,108.38393,"R97M+2H Zhonggulou Residential District, Wanzhou District, Chongqing, China",Clothing store,,
LEVI' S,"China, Sichuan, Chengdu, Wuhou District, Shijicheng Rd, No. 198 with 218 Postal Code: 610212",Wuhou District,"Shijicheng Rd, 198 Attachment 218",Chengdu,610212,Sichuan,CN,,,,30.559144,104.077166,"H35G+MV Wuhou District, Chengdu, Sichuan, China",Clothing store,,
LEVI’S,"15 Zhongguancun St, Zhongguancun, Haidian District, Beijing, China, 100086",Zhongguancun,15 Zhongguancun St,Haidian District,100086,Beijing,CN,,,,39.9814988,116.313208,"X8J7+H7 Haidian District, Beijing, China",Clothing store,,
Levi's,"China, Beijing, Changping District, Nankou Area Residential District, Chenzhuang Brg, Badaling Outlet Postal Code: 102202",Nankou Area Residential District,"Chenzhuang Brg, Badaling Outlet",Changping District,102202,Beijing,CN,,,,40.23368,116.17152,,Clothing store,,
LEVI’S,"1 Yuanda Rd, Haidian District, Beijing, China, 100081",,1 Yuanda Rd,Haidian District,100081,Beijing,CN,,,,39.9581773,116.2885162,"X75Q+7C Haidian District, Beijing, China",Clothing store,,
Levi’s,"China, Hubei, Wuhan, Hongshan, Luoyu Road Optics Valley World City Area A 01027",Hongshan,"Luoyu Road, Optics Valley World City, Area A, 01027",Wuhan,,Hubei,CN,,,,30.505806,114.401938,"GC42+8Q Hongshan, Wuhan, Hubei, China",Clothing store,,
LEVI’S,"Ganjiakou Building, No. 17, Sanlihe Rd, Haidian District, Beijing, China Postal Code: 100044",,"Sanlihe Rd, 17 Ganjiakou Building",Haidian District,100044,Beijing,CN,,,,39.9275046,116.3336067,"W8HM+2C Haidian District, Beijing, China",Clothing store,,
LEVI’S,"68 Qinghe Middle St, Haidian District, Beijing, China, 100085",,68 Qinghe Middle St,Haidian District,100085,Beijing,CN,,,,40.030625,116.332318,"28JJ+6W Haidian District, Beijing, China",Clothing store,,
Levi's,"China, Beijing, Pinggu District, Xinkai St, 31-12-1 Postal Code: 101213",,"Xinkai St, 31-12-1",Pinggu District,101213,Beijing,CN,,,,40.142407,117.114749,"44R7+XV Pinggu District, Beijing, China",Clothing store,,
LEVI’S,"1 Fuxue Rd, Changping District, Beijing, China, 102206",,1 Fuxue Rd,Changping District,102206,Beijing,CN,,,,40.2217818,116.2617424,"67C6+PM Changping District, Beijing, China",Clothing store,,
LEVI’S,"101 Chaoyang N Rd, Shili Fort Chaoyang, Beijing, China, 100025",Ten Mile Fort,101 Chaoyang N Rd,Chaoyang,100025,Beijing,CN,,,,39.9236917,116.5206445,"WGFC+F7 Chaoyang, Beijing, China",Clothing store,,
LEVI’S,"133 Xidan N St, Xidan, Xicheng District, Beijing, China, 100031",Xidan,133 Xidan N St,Xicheng District,100031,Beijing,CN,,,,39.9101124,116.3734539,"W96F+29 Xicheng District, Beijing, China",Clothing store,,
LEVI’S,"8 Xuanwumen Outer St, Xicheng District, Beijing, China, 100031",,8 Xuanwumen Outer St,Xicheng District,100031,Beijing,CN,,,,39.8968046,116.3748017,"V9WF+PW Xicheng District, Beijing, China",Clothing store,,
LEVI’S,"China, Beijing, Dongcheng, Heping Li District 5 Building A4 Postal Code: 100007",,"Building A4, District 5, Hepingli",Dongcheng,,Beijing,CN,,,,39.9563054,116.4223859,"XC4C+GX Dongcheng, Beijing, China",Clothing store,,
LEVI’S,"28 Xiangjiang N Rd, Chaoyang, Beijing, China, 100015",,28 Xiangjiang N Rd,Chaoyang,100015,Beijing,CN,,,,40.0356944,116.5035759,"2GP3+7C Chaoyang, Beijing, China",Clothing store,,
LEVI’S,"No. 69, Wukesong Fuxing Road, Haidian District, Beijing, China, Postal Code: 100036",Five pines,No. 69 Fuxing Road,Haidian District,100036,Beijing,CN,,,,39.912842,116.280142,"W77J+43 Haidian District, Beijing, China",Clothing store,,
LEVI’S,"1 E Chang'an St, Wangfujing, Dongcheng, Beijing, China, 100006",Wangfujing,1 E Chang'an St,Dongcheng,100006,Beijing,CN,,,,39.909187,116.416911,"WC58+MQ Dongcheng, Beijing, China",Clothing store,,
LEVI’S,"V2H3+X26, Xiapu County, Ningde, Fujian, China, 355199",Xiapu County,V2H3+X26,Ningde,,Fujian,CN,,,,26.879916,120.00252,,Clothing store,,
Levi’s,"China, Fujian, Ningde, Fuding, No. 255, Gucheng South Road, Tongcheng Street",Fuding,"No. 255, Gucheng South Road, Tongcheng Street",Ningde,,Fujian,CN,,,,27.323202,120.219061,"86F9+7J Shanqian Residential District, Fuding, Ningde, Fujian, China",Clothing store,,
Levi's,"P99H+7X9, Yifu St, Fuqing, Fuzhou, Fujian, China, 350323",Fuqing,"P99H+7X9, Yifu St",Fuzhou,350323,Fujian,CN,,,,25.7181678,119.3799857,,Clothing store,,
Levi's,"China, CN Hubei Province Wuhan Wuchang District Zhongnan Road 9 Zhongnan Road No. 9 Zhongshang Department Store Zhongshang Plaza Area A 5th Floor Postal Code: 430074",Wuchang District,"CN Hubei Wuhan Wuchang District Zhongnan Road 9 Special 9th Floor, Zhongshang Department Store, Zhongshang Plaza, Area A",Wuhan,430074,,CN,,,,30.53696,114.33237,"G8PJ+QW Wuchang District, Wuhan, Hubei, China",Clothing store,,
Levi's,"China, CN Jiangxi Jiujiang Lianxi District 3 Postal Code: 332000",Lianxi,CN Jiangxi Province Jiujiang City Lianxi District Hall 3,Jiujiang,332000,,CN,,,,29.70277,116.01908,"P239+4J Lianxi, Jiujiang, Jiangxi, China",Clothing store,,
Levi's,"889 Luoyu Rd, Optics Valley Business District Hongshan, Wuhan, Hubei, China, 430079",Optics Valley Business District Hongshan,889 Luoyu Rd,Wuhan,430079,Hubei,CN,,,+86 27 8665 9988,30.5071934,114.3978514,"G94X+V4 Hongshan, Wuhan, Hubei, China",Clothing store,,
LEVIS,"China, Hubei, Wuhan, Wuchang District, Xudong Ave, No. 18 Pin Mao 3 Floor Postal Code: 430062",Wuchang District,"Xudong Ave, 18 Pin Mao, 3rd floor",Wuhan,430062,Hubei,CN,https://www.levi.com/US/en_US/,,,30.588144,114.343056,"H8QV+76 Wuchang District, Wuhan, Hubei, China",Clothing store,,
Levi's,"688 Jiefang Blvd, Northwest Lake Jianghan District, Wuhan, Hubei, China, 430000",Jianghan District,688 Jiefang Blvd,Wuhan,430000,Hubei,CN,,,,30.5805984,114.269488,"H7J9+6Q Jianghan District, Wuhan, Hubei, China",Clothing store,,
Levi's,"China, CN 3027, 3rd Floor, Wanda Plaza, Han Street, No. 18 Shahu Avenue, 18 18 Shahu Avenue, Wuhan, Hubei Province, Wuhan Postal Code: 430071",Wuchang District,"CN 3027, 3rd Floor, Wanda Plaza, Han Street, No. 18 Shahu Avenue, Wuchang District, Wuhan City, Hubei Province",Wuhan,430071,,CN,,,,30.55584,114.33733,"H84P+8W Wuchang District, Wuhan, Hubei, China",Clothing store,,
Levi's,"China, CN Hunan Province Changsha Yuelu District 4th Floor Postal Code: 410006",Yuelu District,CN Hunan Province Changsha City Yuelu District 4th Floor,Changsha,410006,,CN,,,,28.21836,112.9338,"6W9M+8G Yuelu District, Changsha, Hunan, China",Clothing store,,
Levi's,"China, Jiangxi, Nanchang, Qingshanhu District, 999, Huizhan Rd, No. 999 2nd Floor Wanda Plaza Postal Code: 330038","999, Qingshanhu District","Wanda Plaza, 2nd Floor, Huizhan Rd, 999",Nanchang,330038,Jiangxi,CN,,,,28.69354,115.85033,"MVV2+C4 Qingshanhu District, Nanchang, Jiangxi, China",Clothing store,,
Levi's,"China, CN Hunan Province Changsha Tianxin District Furong South Road 27 No. 27, Section 3 Youa Outlets No. 15107 Postal Code: 410118",Tianxin District,"CN Hunan Province Changsha Tianxin District Furong South Road 27 No. 27, Section 3 Youa Outlet No. 15107",Changsha,410118,,CN,,,,28.07123,112.99333,"3XCV+F8 Tianxin District, Changsha, Hunan, China",Clothing store,,
Levi's,"China, CN Hubei Wuhan Qingshan District Heping Avenue No. 959 959 Wushang Zhongyuan Plaza 3rd Floor, Postal Code: 430081",Qingshan,"CN Hubei Wuhan Qingshan District Heping Avenue 959 959 3rd Floor, Wushang Zhongyuan Plaza",Wuhan,430081,,CN,,,,30.6257,114.3762,"J9GG+7F Qingshan, Wuhan, Hubei, China",Clothing store,,
Levi's,"China, CN Hunan Province Changsha Furong District Jiefang West Road 188 188 LG159-161 LG159-161 Floor LG1, Changsha IFC Center No. 188 Jiefang West Road Postal Code: 410005",Furong District,"CN LG159-161, LG1F, Changsha IFC, Changsha 188, Jiefang West Road, 188 Jiefang West Road, Changsha City, Hunan Province",Changsha,410005,,CN,,,,28.19181,112.9789,"5XRH+PH Furong District, Changsha, Hunan, China",Clothing store,,
Levi's,"2nd Section, Hisense Plaza, 5th Floor36 Xiangjiang Middle Rd, 36, Tianxin District, Changsha, Hunan, China, 410002","36, Tianxin District","2nd Section, Hisense Plaza, 5th Floor, 36 Xiangjiang Middle Rd",Changsha,410002,Hunan,CN,,,,28.1893723,112.9697212,"5XQ9+PV Tianxin District, Changsha, Hunan, China",Clothing store,,
Levi's,"China, Hunan, Changsha, Furong District, Huangxing Middle Rd, No. 88 4th Floor, 88 Pinghetang Wuyi Square Store, Postal Code: 410006",Furong District,"Huangxing Middle Rd, 88 4th Floor, 88 Heping Hall Wuyi Square Store",Changsha,410006,Hunan,CN,,,,28.19435,112.97669,"5XVG+PM Furong District, Changsha, Hunan, China",Clothing store,,
Levi's,"139 Hanyang Blvd, Zhongjiacun Hanyang District, Wuhan, Hubei, China, 430064",Hanyang District,139 Hanyang Blvd,Wuhan,430064,Hubei,CN,,,,30.5495441,114.266844,"G7X8+RP Hanyang District, Wuhan, Hubei, China",Clothing store,,
Levi's,"No. 145, 1st Floor, Jinyintan Blvd, No. 1 AEON MALL Jinyintan Branch, No. 1, China, Hubei, Wuhan, Dongxihu District, Jinyintan Blvd. Postal Code: 430024",Dongxihu District,"Jinyintan Blvd, 145 Aeon MALL Jinyintan Blvd, 1st Floor",Wuhan,430024,Hubei,CN,,,,30.649451,114.237839,"J6XQ+Q4 Dongxihu District, Wuhan, Hubei, China",Clothing store,,
Levi's,"China, 1, Lianxi, CN Jiangxi Province Jiujiang City Building A Postal Code: 332007",Lianxi,CN Jiangxi Province Jiujiang City Building A,Jiujiang,332007,,CN,,,,29.69345,116.01377,,Clothing store,,
Levi's,"China, CN Jiangxi Nanchang Xinjian District 3388 Jiulong Avenue 1-912 Shanshan Outlet Plaza Nanchang 1F 1-912 Postal Code: 330108",Xinjian District,"CN Jiangxi Nanchang Xinjian District 3388 Jiulong Avenue 3388 1-912, 1st Floor, Nanchang Nanchang",Nanchang,330108,,CN,,,,28.57007,115.7777,"HQCH+23 Shengmizhen, Xinjian District, Nanchang, Jiangxi, China",Clothing store,,
Levi's,"122 Hanjie St, Wuchang District, Wuhan, Hubei, China, 430071",Wuchang District,122 Hanjie St,Wuhan,430071,Hubei,CN,,,,30.55725,114.33983,"H84Q+VW Wuchang District, Wuhan, Hubei, China",Clothing store,,
Levi's,"China, CN Hubei Wuhan Jiangxia District A240 241 Postal Code: 430204",Jiangxia District,CN Hubei Province Wuhan Jiangxia District A240 241,Wuhan,430204,,CN,,,,30.38562,114.36979,"99P9+6W Jiangxia District, Wuhan, Hubei, China",Clothing store,,
Levi's,"China, Building No. 1111 CN Hunan Province Changsha Changsha County Vientiane Hui Postal Code: 410199",Changsha County,Building No. 1111 CN Hunan Province Changsha City Changsha County Vientiane Hui,Changsha,410199,,CN,,,,28.24842,113.08643,"63XP+9H Changsha County, Changsha, Hunan, China",Clothing store,,
LEVIS,"165 Laodong W Rd, 五一商区 Tianxin District, Changsha, Hunan, China, 410002",Wuyi Business District Tianxin District,165 Laodong W Rd,Changsha,410002,Hunan,CN,https://www.levi.com/US/en_US/,,,28.178217,112.9762584,"5XHG+7G Tianxin District, Changsha, Hunan, China",Clothing store,,
LevI's,"92F8+WVV, Qianjindao Side Rd, Wuqing District, Tianjin, China, 301700",,"92F8+WVV, Qianjindao Side Rd",Wuqing District,301700,Tianjin,CN,,,,39.374874,117.017166,,Clothing store,,
Levi's,"China, CN Hubei Province Wuhan Wuchang District Xudong Street 3rd Floor Postal Code: 430062",Wuchang District,CN Hubei Province Wuhan Wuchang District Xudong Street 3rd Floor,Wuhan,430062,,CN,,,,30.58894,114.34366,"H8QV+HF Wuchang District, Wuhan, Hubei, China",Clothing store,,
LEVI’S,"48 Jiukeshu W Rd, Tongzhou, Beijing, China, 101199",,48 Jiukeshu W Rd,Tongzhou,101199,Beijing,CN,,,,39.8900262,116.6560575,"VMR4+2C Tongzhou, Beijing, China",Clothing store,,
Levi,"China, Section, Kaifu District, Changsha, 416, Furong Middle Rd, 416号CN 南省 長沙市2層 Icity Good Life Center Postal Code: 410005","416, Kaifu District, Changsha","Furong Middle Rd, No. 416 CN 南省 長沙市2層 Icity Good Life Center",一段,410005,,CN,,,,28.20881,112.98431,"6X5M+GP Kaifu District, Changsha, Changsha, Hunan, China",Clothing store,,
levi's,"China, Linghe District, Qiansheng Shopping Plaza",Linghe District,Qiansheng Shopping Plaza,Jinzhou,,,CN,,,,41.1200988,121.1405428,,Clothing store,,
LEVI’S,"Caoqiao E Rd, Fengtai District, Beijing, China, 100160",,Caoqiao E Rd,Fengtai District,100160,Beijing,CN,,,,39.8418664,116.3590516,,Clothing store,,
Levi's,"596X+R92, Huanhe N Rd, Dongli District, Tianjin, China, 300308",,"596X+R92, Huanhe N Rd",Dongli District,300308,Tianjin,CN,,,,39.162007,117.398404,,Clothing store,,
Levi,"China, CN Hubei Province Wuhan City Hanyang District Hall C 2nd Floor Postal Code: 430051",Hanyang District,CN Hubei Province Wuhan Hanyang District Hall C 2nd Floor,Wuhan,430051,,CN,,,,30.55344,114.20602,"H634+9C Hanyang District, Wuhan, Hubei, China",Clothing store,,
Levi's,"China, CN Hubei Province Wuhan Jianghan District 2nd Floor Postal Code: 430015",Jianghan District,CN Hubei Province Wuhan City Jianghan District 2nd Floor,Wuhan,430015,,CN,,,,30.60935,114.2678,"J759+P4 Jianghan District, Wuhan, Hubei, China",Clothing store,,
Levi's,"China, CN Hunan Province Changsha Tianxin District Huangxing South Road 262 262 Senhe Building 9th Floor, 920 Postal Code: 410002",Tianxin District,"CN Hunan Province Changsha Tianxin District Huangxing South Road 262 262 Senhe Building, 920, 9th Floor",Changsha,410002,,CN,,,,28.18533,112.97647,"5XPG+4H Tianxin District, Changsha, Hunan, China",Clothing store,,
Levi's,"China, CN Hubei Wuhan Jianghan District Hankou Jianshe Avenue 566 566 4th Floor, New World Department Store International Trade Store, Postal Code: 430015",Jianghan District,CN Hubei Wuhan Jianghan District Hankou Jianshe Avenue 566 566 4th Floor,Wuhan,430015,,CN,,,,30.59505,114.2698,"H7W9+2W Jianghan District, Wuhan, Hubei, China",Clothing store,,
LEVI’S,"93 Jianguo Rd, Dawang Road, Chaoyang, Beijing, China, 100022",Dawang Road,93 Jianguo Rd,Chaoyang,100022,Beijing,CN,,,,39.90879,116.46966,"WF59+GV Chaoyang, Beijing, China",Clothing store,,
LEVI'S,"69 Gangtie Ave, Hondlon District, Baotou, Inner Mongolia, China, 014025",Hondlon District,69 Gangtie Ave,Baotou,14025,Inner Mongolia,CN,,,,40.65818,109.815725,"MR58+77 Hondlon District, Baotou, Inner Mongolia, China",Clothing store,,
Levi's,"China, Hebei, Shijiazhuang, Qiaoxi District, Shijiazhuang, Yuhua W Rd, No. 15 Vientiane Tiancheng Parkson Shopping Center Postal Code: 050001","Qiaoxi District, Shijiazhuang","Yuhua W Rd, 15 Parkson Shopping Center",Shijiazhuang,50001,Hebei,CN,,,,38.036105,114.479835,"2FPH+CW Qiaoxi District, Shijiazhuang, Shijiazhuang, Hebei, China",Clothing store,5,1
Jinu Levi's,"FX6G+XX2, Guishui N St, Yanqing District, Beijing, China, 102199",,"FX6G+XX2, Guishui N St",Yanqing District,102199,Beijing,CN,,,,40.462398,115.977384,,Clothing store,,
Levi's,"CN Beijing Fangshan B1-B11A, China, 102445",,CN Beijing Fangshan District B1-B11A,Fangshan District,102445,,CN,,,,39.76295,116.18632,"Q57P+5G Changyangzhen, Fangshan District, Beijing, China",Clothing store,,
LEVI’S,"PXJ5+MV9, Yingfeng N Rd, Fangshan District, Beijing, China, 102501",,"PXJ5+MV9, Yingfeng N Rd",Fangshan District,102501,Beijing,CN,,,,39.7316749,115.9597299,,Clothing store,,
Levi's,"XC42+F8M A-1053, Luquan District, Shijiazhuang, Hebei, China, 050222",Luquan District,XC42+F8M A-1053,Shijiazhuang,50222,Hebei,CN,,,,37.95621,114.40081,,Clothing store,,
Levi's,"M45J+2FJ, Wenzhoushangmaocheng St, Lhasa, Tibet, China, 850014",Lhasa,"M45J+2FJ, Wenzhoushangmaocheng St",Lhasa,850014,Tibet,CN,,,,29.6575946,91.1311253,,Clothing store,,
Le VI's,"China, CN Anhui Province Wuhu Jinghu District Zhongshan Road Pedestrian Street B-4 Floor Postal Code: 241002",Jinghu District,CN Anhui Province Wuhu City Jinghu District Zhongshan Road Pedestrian Street B-4th Floor,Wuhu,241002,,CN,,,,31.33076,118.37084,"89JC+88 Jinghu District, Wuhu, Anhui, China",Clothing store,,
LeVI'S,"China, 318 Renmin South Road",Tianjiaan,318 Renmin South Road,Huainan,,,CN,,,,32.6464379,117.0198452,"J2W9+HW Tianjiaan, Huainan, Anhui, China",Clothing store,,
Levi's,"China, Anhui, Hefei, Shushan District, 3818, 3rd Floor, 30 meters due north of Wanda Plaza Postal Code: 230071","3818, Shushan District",30 meters directly north of Wanda Plaza on the 3rd floor,Hefei,230071,Anhui,CN,,,,31.82019,117.2214,"R6CC+3H Shushan District, Hefei, Anhui, China",Clothing store,,
LEVI'S,"1038 Yinshan W Rd, Yushan District, Maanshan, Anhui, China, 243071",Yushan District,1038 Yinshan W Rd,Maanshan,243071,Anhui,CN,,,,31.6633834,118.4974199,"MF7W+9X Yushan District, Maanshan, Anhui, China",Clothing store,,
Levi's,"China, Liaoning, Dalian, Zhongshan, Tianjin Street New World Department Store (Dalian) Postal Code: 116006",Tianjin Street Zhongshan,New World Department Store (Dalian),Dalian,,Liaoning,CN,,,,38.922121,121.6389162,,Clothing store,,
Levi's Dalian Baisheng Branch,"China, CN Liaoning Province Dalian Shahekou District Xi'an Road 92 92 Jinhui Shopping Plaza 5th Floor: 116000",Shahekou District,CN Liaoning Province Dalian Shahekou District 92 92 Jinhui Shopping Plaza 5th Floor,Dalian,116000,,CN,,,,38.91117,121.5878,"WH6Q+F4 Shahekou District, Dalian, Liaoning, China",Clothing store,,
Levi's,"China, CN Anhui Wuhu Jinghu District Zhonghe Road 11 11 Zhonghe Road 407 407 Postal Code: 241004",Jinghu District,"CN 407, 4th Floor, Suning Plaza, No. 11 Zhonghe Road, Jinghu District, Wuhu City, Anhui Province",Wuhu,241004,,CN,,,,31.3291,118.36781,"89H9+J4 Jinghu District, Wuhu, Anhui, China",Clothing store,,
Levi's,"China, CN Liaoning Province Shenyang Shenbei New Area 98 Near Northeast Headquarters Base 80 meters southeast Postal code: 110122",Shenbei,CN Liaoning Province Shenyang Shenbei New Area 98 Near the northeast headquarters base 80 meters southeast,Shenyang,110122,,CN,,,,41.95462,123.4630701,"XF37+R6 Shenbei, Shenyang, Liaoning, China",Clothing store,,
Levi's Shenyang Tiexi New-Mart Branch,"China, CN Liaoning Province Shenyang Heping District Zhonghua Road 216th Floor Parkson Taiyuan Street Store Postal Code: 110071","Heping District, Shenyang",CN Liaoning Province Shenyang Heping District Zhonghua Road 216th Floor Parkson Taiyuan Street Store,Shenyang,110071,,CN,,,,41.79177,123.40049,"QCR2+P5 Heping District, Shenyang, Shenyang, Liaoning, China",Clothing store,,
Levi's,"Causeway Bay Int'l. Shopping Center, Liuxiang Business District Yingze District, Taiyuan, Shanxi, China, 030001",Liuxiang Business District Yingze District,Causeway Bay Int'l. Shopping Center,Taiyuan,,Shanxi,CN,,,,37.869074,112.5712569,,Clothing store,,
Levi's,"110B, 111 1st Floor, Wanda Department Store, No. 888, China, Fujian, Quanzhou, Jinjiang, Shiji Blvd, Postal Code: 362201",Jinjiang,"Shiji Blvd, No. 888 Wanda Plaza Wanda Department Store 1F, 110B, 111",Quanzhou,362201,Fujian,CN,,,,24.819625,118.573463,"RH9F+V9 Jinjiang, Quanzhou, Fujian, China",Clothing store,,
LeVI'S,"Baozhou St, Fengze District, Quanzhou, Fujian, China, 362023",Fengze District,Baozhou St,Quanzhou,362023,Fujian,CN,,,,24.8821402,118.6019484,,Clothing store,,
Levi’s,"China, Fujian, Quanzhou, Shishi, Yannian East Road 53",Shishi,53 Yannian East Road,Quanzhou,,Fujian,CN,,,,24.733476,118.633687,"PJMM+9F Shishi, Quanzhou, Fujian, China",Clothing store,,
Levi's,"WH4Q+Q7P, Zhuangfu Ln, Licheng District, Quanzhou, Quanzhou, Fujian, China, 362001","Licheng District, Quanzhou","WH4Q+Q7P, Zhuangfu Ln",Quanzhou,362001,Fujian,CN,,,,24.9069514,118.5882069,,Clothing store,,
Levi's,"885 Xiahe Rd, Siming District, Xiamen, Fujian, China, 361004",Siming District,885 Xiahe Rd,Xiamen,361004,Fujian,CN,,,,24.4679029,118.1111078,"F496+5C Siming District, Xiamen, Fujian, China",Clothing store,,
LEVI'S,"100 Zunyi Rd, Nanming District, Guiyang, Guizhou, China, 550002",Nanming District,100 Zunyi Rd,Guiyang,550002,Guizhou,CN,,,,26.563324,106.706933,,Clothing store,,
LEVI'S,"China, Fujian, Quanzhou, Jinjiang, Huatai Street SM International Plaza",Jinjiang,SM International Plaza on Huatai Street,Quanzhou,,Fujian,CN,,,,24.777271,118.566517,,Clothing store,,
LeVI’S,"HPH7+QQW, Yunyan District, Guiyang, Guizhou, China, 550003",Yunyan District,HPH7+QQW,Guiyang,,Guizhou,CN,,,,26.579484,106.714454,,Clothing store,,
LEVI’S,"China, Fujian, Quanzhou, Jinjiang, Anhai Town Intersection of Chenggong Middle Road and Longshan East Road",Jinjiang,The intersection of Chenggong Middle Road and Longshan East Road in Anhai Town,Quanzhou,,Fujian,CN,,,,24.715241,118.47195,,Clothing store,,
Levi's,"PC4G+6MC, Nan'An, Quanzhou, Fujian, China, 362342",Nan'An,PC4G+6MC,Quanzhou,,Fujian,CN,,,,24.705566,118.426628,,Clothing store,,
Levi's,"China, 楼1724号CN Hainan Province Haikou Meilan District Haixiu East Road Postal Code: 570102",Meilan District,"Building No. 1724 CN Haikou City, Hainan Province Meilan District Haixiu East Road",Haikou,570102,,CN,,,,20.03079,110.34486,"28JV+8W Meilan District, Haikou, Hainan, China",Clothing store,,
LEVI' S,"5 Floor, 1st Floor, Wanda Department Store, Wanda Plaza, No. 4666, Huli District, Xianyue Rd, No. 4666, China, Fujian, Xiamen, Huli District, Postal Code: 361016",Huli District,"5, 1st Floor, Wanda Department Store, Wanda Plaza, No. 4666 Xianyue Rd",Xiamen,361016,Fujian,CN,,,,24.504899,118.176736,"G53G+XM Huli District, Xiamen, Fujian, China",Clothing store,,
Levi's,"RH6M+GHC, Qipai St, Jinjiang, Quanzhou, Fujian, China, 362299",Jinjiang,"RH6M+GHC, Qipai St",Quanzhou,362299,Fujian,CN,,,,24.8113008,118.583906,,Clothing store,,
LEVIS,"Jimei District, Xiamen, Fujian, China, 361021",Jimei District,,Xiamen,,Fujian,CN,https://www.levi.com/US/en_US/,,,24.575941,118.097364,,Clothing store,,
Levis,"China, Fujian, Xiamen, Siming District, Lianqian East Road California Commercial Plaza",Siming District,"California Commercial Plaza, Lianqian East Road",Xiamen,,Fujian,CN,https://www.levi.com/US/en_US/,,,24.477027,118.157709,,Clothing store,,
Levi's,"China, CN Chongqing Yuzhong District Wuyi Road No. 99 99 Xiexin Starlight Plaza 4th Floor: 400011",,CN Chongqing Yuzhong District Wuyi Road No. 99 99 Xiexin Starlight Plaza 4th Floor,Yuzhong District,400011,,CN,,,,29.55832,106.58027,"HH5J+84 Yuzhong District, Chongqing, China",Clothing store,,
Levi’s,"50 Xinhua Rd, Guangyang District, Langfang, Hebei, China, 065099",Guangyang District,50 Xinhua Rd,Langfang,65099,Hebei,CN,,,,39.5226493,116.7078457,"GPF5+34 Guangyang District, Langfang, Hebei, China",Clothing store,,
Levi's,"R97M+9QR, Minzu Blvd, Qingxiu District, Nanning, Guangxi, China, 530088",Qingxiu District,"R97M+9QR, Minzu Blvd",Nanning,530088,Guangxi,CN,,,,22.8134978,108.3843766,,Clothing store,,
Levi's,"China, CN Guizhou Guiyang Huaxi District Zhujiang Road 368 368 Vanke MALL 1F114 Postal Code: 550009",Huaxi District,CN Guizhou Guiyang Huaxi District Zhujiang Road 368 368 Vanke MALL 1F 114,Guiyang,550009,,CN,,,,26.52268,106.71126,"GPF6+3G Huaxi District, Guiyang, Guizhou, China",Clothing store,,
Levi's,"China, CN Guizhou Guiyang Nanming District Shinan Road 42 42 Poly International Trade Yitiancheng 2nd Floor Postal Code: 550002",Nanming District,CN Guizhou Province Guiyang City Nanming District Shinan Road 42 42 2nd Floor,Guiyang,550002,,CN,,,,26.56304,106.72319,"HP7F+67 Nanming District, Guiyang, Guizhou, China",Clothing store,,
Levi's,"China, CN Guizhou Guiyang Yunyan District Zhonghua Middle Road 130 130 Nanguo Huajin Shopping Center 4th Floor: 550003",Yunyan District,"CN Guizhou Province Guiyang Yunyan District Zhonghua Middle Road 130 130 4th Floor, Nanguo Huajin Shopping Center",Guiyang,550003,,CN,,,+86 851 8581 6870,26.58214,106.71276,"HPJ7+V4 Yunyan District, Guiyang, Guizhou, China",Clothing store,,
